movieId,title,genres,year,tmdb_id,tmdb_title,tmdb_release_date,tmdb_overview,tmdb_runtime,tmdb_genres,tmdb_top_cast,tmdb_keywords
3344,Blood Feast (1963),Horror,1963,28172,Blood Feast,1963-07-06,"In the sleepy suburbs of Miami, seemingly normal Egyptian immigrant Fuad Ramses runs a successful catering business. He also murders young women and plans to use their body parts to revive the goddess Ishtar. The insane Ramses hypnotizes a socialite in order to land a job catering a party for her debutante daughter, Suzette Fremont, and turns the event into an evening of gruesome deaths, bloody dismemberment and ritual sacrifice.",67,Horror,"William Kerwin, Mal Arnold, Connie Mason, Lyn Bolton, Scott H. Hall","caterer, tongue, video nasty"
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,1967,57855,"Charlie, the Lonesome Cougar",1967-10-18,"A heartwarming Disney classic in which a cougar, who was rescued as a cub and raised by a group of loggers in the Pacific Northwest, reverts back to his natural instincts, leading to hilarious (and dangerous) consequences.",75,"Adventure, Family","Ron Brown, Bryan Russell, Linda Wallace, Jim Wilson, Clifford Peterson","friendship, wilderness, puma, wild animal, bear, washington state, mountain lion"
3346,Color Me Blood Red (1965),Horror,1965,28180,Color Me Blood Red,1965-10-13,A crackpot painter kills people to use their blood as his new crimson red color for his art.,79,"Comedy, Horror","Gordon Oas-Heim, Candi Conder, Elyn Warner, Pat Finn-Lee, Jerome Eden","gore, murder"
3347,Never Cry Wolf (1983),Drama,1983,14280,Never Cry Wolf,1983-10-07,"A scientific researcher, sent on a government study: The Lupus Project, must investigate the possible ""menace"" of wolves in the north. To do so, he must survive in the wilderness for six months on his own. In the course of these events, he learns about the true beneficial and positive nature of the wolf species.",105,"Adventure, Drama, Action","Charles Martin Smith, Zachary Ittimangnaq, Samson Jorah, Hugh Webster, Brian Dennehy","wolf, narration, inuit, husky, wilderness, alone, arctic polar circle region, alaska, snow, based on memoir or autobiography, dog sled, biologist, 1940s, wolves, frozen tundra, caribou"
3348,"Night Visitor, The (1970)",Crime|Thriller,1970,,,,,,,,
3349,"Perils of Pauline, The (1947)",Comedy,1947,149687,The Perils of Pauline,1947-07-04,"Funloving Pearl White, working in a garment sweatshop, gets her big chance when she ""opens"" for a delayed Shakespeare play...with a comic vaudeville performance. Her brief stage career leads her into those ""horrible"" moving pictures, where she comes to love the chaotic world of silent movies, becoming queen of the serials. But the consequences of movie stardom may be more than her leading man can take",96,"Comedy, Music","Betty Hutton, John Lund, Billy De Wolfe, William Demarest, Constance Collier",silent film star
3350,"Raisin in the Sun, A (1961)",Drama,1961,29478,A Raisin in the Sun,1961-05-28,"Walter Lee Younger is a young man struggling with his station in life. Sharing a tiny apartment with his wife, son, sister and mother, he seems like an imprisoned man. Until, that is, the family gets an unexpected financial windfall.",128,"Drama, Romance","Sidney Poitier, Claudia McNeil, Ruby Dee, Diana Sands, Ivan Dixon","grave, housewife, racial segregation, based on play or musical, racism, urban setting, racial tension, racial prejudice, neighborhood, discrimination, angry, complex, cautionary, dramatic, condescending, disrespectful, enraged, harsh"
3351,Two Thousand Maniacs! (1964),Horror,1964,28177,Two Thousand Maniacs!,1964-03-20,Six people are lured into a small Deep South town for a Centennial celebration where the residents kill them one by one as revenge for the town's destruction during the Civil War.,87,Horror,"Connie Mason, William Kerwin, Jeffrey Allen, Ben Moore, Shelby Livingston","hillbilly, maniac"
3352,Brown's Requiem (1998),Drama,1998,64166,Brown's Requiem,1998-11-01,"Fritz Brown is an ex-LAPD, recovering alcoholic who now splits his time repossessing cars for a used car lot and staffing his one-man private detective agency. When a filthy caddie named Freddy ""Fat Dog"" Baker wanders into Fritz's office one day, flashing a wad of cash, Fritz is hired to follow Fat Dog's kid sister Jane, who is holed up with a Beverly Hills sugar daddy named Sol Kupferman. Kupferman is a 70 year-old bag man for the mob, and Fat Dog claims that ""Solly K"" is up to something evil that may harm Jane. The trail leads Fritz to an encounter with his dark past in the person of Haywood Cathcart, current head of LAPD internal affairs and the person who kicked Fritz off the police force.",104,"Drama, Action, Thriller, Mystery","Michael Rooker, Tobin Bell, Selma Blair, Jack Conley, Kevin Corrigan",
3353,"Closer You Get, The (2000)",Comedy|Romance,2000,73642,The Closer You Get,2000-12-27,"Irish lads send an ad to the Miami Herald inviting fit and enticing women, between the ages of 20 and 21, to live in their isolated Donegal village. The whole town knows about the ad, and it sharpens everyone's sense of the opportunities for happiness already at hand. Kate, a publican with a young daughter, is separating from her husband and catches the eye of a bachelor sheep farmer. Kieran the butcher realizes that his assistant Siobhan is comely, and then he discovers she's fiery as well. Ollie sends off for Dutch skin magazines that the village postmistress won't release to him. The men, and women, find counsel in their movie-loving priest. Will anyone answer the ad?",93,Comedy,"Ian Hart, Sean McGinley, Niamh Cusack, Ruth McCabe, Ewan Stewart",
3354,Mission to Mars (2000),Sci-Fi,2000,2067,Mission to Mars,2000-03-10,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",114,"Science Fiction, Adventure, Mystery","Gary Sinise, Tim Robbins, Don Cheadle, Connie Nielsen, Jerry O'Connell","spacecraft, planet mars, affectation, space travel, alien, space, astronaut, dismemberment, alien contact, trapped in space, aggressive, philosophical, lyrical, based on theme park ride, inspirational, absurd, admiring, adoring, amused, appreciative, enchant, exuberant, 2020s"
3355,"Ninth Gate, The (2000)",Thriller,2000,622,The Ninth Gate,1999-08-25,"A rare book dealer finds himself at the heart of a string of paranormal events when he is hired to find the last two copies of a text, The Nine Gates of the Kingdom of Shadows, capable of summoning the Devil.",133,"Mystery, Thriller, Horror","Johnny Depp, Frank Langella, Lena Olin, Emmanuelle Seigner, Barbara Jefford","hotel, new york city, suicide, library, portugal, obsession, southern france, investigation, antiquary, picture puzzle, castle, satanism, collector, lucifer, devil, demon, millionaire, book store, occult, macabre, rare book, devil worship, gnosticism, bibliophilia, sinister, bewildered, ghoulish, ominous, occult detective"
3356,Condo Painting (2000),Documentary,2000,110666,Condo Painting,2000-03-17,"John McNaughton's spotlight on George Condo and his art. The film, which follows the progress of Condo's large-scale oil painting Big Red over the course of one year, features an appearance by Allen Ginsberg, as well as footage of Condo collaborating with William S. Burroughs on paintings the two made together at Burroughs' Kansas home in the mid-1990s.",86,Documentary,"George Condo, Patrick Achdjian, William S. Burroughs, Anna Condo, Eleonore Condo",art
3357,East-West (Est-ouest) (1999),Drama|Romance,1999,28463,East/West,1999-09-01,"June 1946: Stalin invites Russian emigres to return to the motherland. It's a trap: when a ship-load from France arrives in Odessa, only a physician and his family are spared execution or prison. He and his French wife (her passport ripped up) are sent to Kiev. She wants to return to France immediately; he knows that they are captives and must watch every step.",121,"Drama, Romance","Catherine Deneuve, Sandrine Bonnaire, Oleg Menshikov, Sergei Bodrov Jr., Tatyana Dogileva",
3358,Defending Your Life (1991),Comedy|Romance,1991,12186,Defending Your Life,1991-03-22,"Is there love after death? After he dies suddenly, the hapless advertising executive Daniel Miller finds himself in Judgment City, a gleaming way station where the newly deceased must prove they lived a life of sufficient courage to advance in their journey through the universe. As the self-doubting Daniel struggles to make his case, a budding relationship with the uninhibited Julia offers him a chance to finally feel alive.",111,"Comedy, Fantasy, Romance, Drama","Albert Brooks, Meryl Streep, Rip Torn, Lee Grant, Michael Durrell","afterlife, allegory, prosecution, heaven, satire, reincarnation, car accident, courtroom, advertising agency, past life"
3359,Breaking Away (1979),Drama,1979,20283,Breaking Away,1979-05-24,"Dave, nineteen, has just graduated high school, with his three friends: the comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends' and parents' annoyance.",101,"Drama, Comedy","Dennis Christopher, Dennis Quaid, Daniel Stern, Jackie Earle Haley, Barbara Barrie","indiana, usa, sports, bicycle, coming of age, working class, teenage boy, serenade, quarry, cycling, bicycle race"
3360,Hoosiers (1986),Drama,1986,5693,Hoosiers,1986-11-14,"Failed college coach Norman Dale gets a chance at redemption when he is hired to coach a high school basketball team in a tiny Indiana town. After a teacher persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of community criticism for his temper and his unconventional choice of assistant coach: Shooter, a notorious alcoholic.",114,"Drama, Family","Gene Hackman, Barbara Hershey, Dennis Hopper, Sheb Wooley, Fern Persons","high school, indiana, usa, sports, parent child relationship, son, basketball, coach, high school sports, hoosier, 1950s, basketball coach, head coach, coaching, coach teacher, high school coach"
3361,Bull Durham (1988),Comedy,1988,287,Bull Durham,1988-06-15,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",108,"Comedy, Romance","Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson, Robert Wuhl","jealousy, love triangle, sports, stadium, age difference, poem, baseball, trainer, pitcher, flirt, home run, minor leagues"
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,1975,968,Dog Day Afternoon,1975-09-21,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturile. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",124,"Crime, Drama, Thriller","Al Pacino, John Cazale, Charles Durning, Chris Sarandon, James Broderick","new york city, airport, police, hostage, bank, fbi, heist, bank robbery, brooklyn, new york city, bank cashier, car procession, attica, energetic, unhappy marriage, based on magazine, newspaper or article, matter of fact"
3363,American Graffiti (1973),Comedy|Drama,1973,838,American Graffiti,1973-08-11,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,110,"Comedy, Drama","Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Cindy Williams","farewell, california, rock 'n' roll, robbery, airplane, car race, love at first sight, radio station, radio presenter, radio, vandalism, coming of age, semi autobiographical, kids, 1960s, techniscope"
